number_of_features,features,accuracy_score
32,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87']",0.9874015748031496
33,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""']",0.9874015748031496
34,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82']",0.988976377952756
35,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5']",0.9905511811023622
36,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97']",0.9874015748031496
37,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97', 'amplitude__fft_coefficient__attr_""abs""__coeff_92']",0.984251968503937
38,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97', 'amplitude__fft_coefficient__attr_""abs""__coeff_92', 'amplitude__fft_coefficient__attr_""abs""__coeff_89']",0.9874015748031496
39,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97', 'amplitude__fft_coefficient__attr_""abs""__coeff_92', 'amplitude__fft_coefficient__attr_""abs""__coeff_89', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_6']",0.984251968503937
40,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97', 'amplitude__fft_coefficient__attr_""abs""__coeff_92', 'amplitude__fft_coefficient__attr_""abs""__coeff_89', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_9']",0.984251968503937
41,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97', 'amplitude__fft_coefficient__attr_""abs""__coeff_92', 'amplitude__fft_coefficient__attr_""abs""__coeff_89', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_4']",0.9874015748031496
42,"['amplitude__kurtosis', 'amplitude__ratio_beyond_r_sigma__r_3', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3', 'amplitude__ratio_beyond_r_sigma__r_0.5', 'amplitude__binned_entropy__max_bins_10', 'amplitude__ratio_beyond_r_sigma__r_1', 'amplitude__lempel_ziv_complexity__bins_5', 'amplitude__ratio_beyond_r_sigma__r_2.5', 'amplitude__fft_aggregated__aggtype_""kurtosis""', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_7', 'amplitude__spkt_welch_density__coeff_2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_8', 'amplitude__autocorrelation__lag_4', 'amplitude__large_standard_deviation__r_0.1', 'amplitude__ratio_beyond_r_sigma__r_5', 'amplitude__large_standard_deviation__r_0.2', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_0', 'amplitude__fft_coefficient__attr_""abs""__coeff_94', 'amplitude__index_mass_quantile__q_0.1', 'amplitude__autocorrelation__lag_3', 'amplitude__friedrich_coefficients__coeff_0__m_3__r_30', 'amplitude__partial_autocorrelation__lag_3', 'amplitude__fft_coefficient__attr_""abs""__coeff_91', 'amplitude__ratio_beyond_r_sigma__r_1.5', 'amplitude__fft_coefficient__attr_""abs""__coeff_95', 'amplitude__fft_coefficient__attr_""abs""__coeff_76', 'amplitude__fft_coefficient__attr_""abs""__coeff_86', 'amplitude__fft_coefficient__attr_""abs""__coeff_8', 'amplitude__partial_autocorrelation__lag_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_84', 'amplitude__fft_coefficient__attr_""abs""__coeff_87', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""', 'amplitude__fft_coefficient__attr_""abs""__coeff_82', 'amplitude__spkt_welch_density__coeff_5', 'amplitude__fft_coefficient__attr_""abs""__coeff_97', 'amplitude__fft_coefficient__attr_""abs""__coeff_92', 'amplitude__fft_coefficient__attr_""abs""__coeff_89', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_6', 'amplitude__fft_coefficient__attr_""abs""__coeff_9', 'amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_4', 'amplitude__fft_coefficient__attr_""abs""__coeff_3']",0.9905511811023622
